ChainName,Address,City,State,Zip,UsRegion,UsDivision,Status,RemodelType,OpenAtEstimated,ClosedAtEstimated,ExplainWindow,SuspectedHashChange
Bentley's Pet Stuff,"1855 29TH ST, 61196",Boulder,CO,80301,,,OPEN,,2025-11-14,,First scrape 2017-07-26,False
Bentley's Pet Stuff,"12393 W. 64TH AVE, 379295",Arvada,CO,80004,,,OPEN,,2025-11-14,,First scrape 2017-07-26,False
Bentley's Pet Stuff,"5091 KIPLING, 121497",Suite 300,WHEAT,80002,,,OPEN,,2025-11-14,,First scrape 2017-07-26,False
Bentley's Pet Stuff,"7705 WADSWORTH BLVD, 61198",Arvada,CO,80005,,,OPEN,,2025-11-14,,First scrape 2017-07-26,False
Bentley's Pet Stuff,"6688 WEST COAL MINE AVE, 114069",Littleton,CO,80128,,,OPEN,,2025-11-14,,First scrape 2017-07-26,False
Bentley's Pet Stuff,"2721 COUNCIL TREE AVE, #113, 61203",Fort Collins,CO,80525,,,OPEN,,2025-11-14,,First scrape 2017-07-26,False
Bentley's Pet Stuff,"2000 COUNTY LINE RD, 97612",Littleton,CO,80126,,,OPEN,,2025-11-14,,First scrape 2017-07-26,False
Bentley's Pet Stuff,"8501 EAST ARAPAHOE RD, SUITE B, 61195",Greewood Village,CO,80111,,,OPEN,,2025-11-14,,First scrape 2017-07-26,False
Bentley's Pet Stuff,"1155 S HAVANA ST., 61199",Aurora,CO,80012,,,OPEN,,2025-11-14,,First scrape 2017-07-26,False
Bentley's Pet Stuff,"13375 VOYAGER PKWY, 97614",Colorado Springs,CO,80234,,,OPEN,,2025-11-14,,First scrape 2017-07-26,False
Bentley's Pet Stuff,"13097 S. PARKER RD, 61200",Parker,CO,80134,,,OPEN,,2025-11-14,,First scrape 2017-07-26,False
Bentley's Pet Stuff,"4626 CENTERPLACE DRIVE, #142, 61202",Greeley,CO,80634,,,OPEN,,2025-11-14,,First scrape 2017-07-26,False
Bentley's Pet Stuff,"796 E. KIOWA AVE, 86802",Elizabeth,CO,80107,,,OPEN,,2025-11-14,,First scrape 2017-07-26,False
Bentley's Pet Stuff,"14909 W 119TH ST, 233422",Olathe,KS,66062,,,OPEN,,2025-11-14,,First scrape 2017-07-26,False
Bentley's Pet Stuff,"6555 W. 119TH ST., 330883",Overland Park,KS,66209,,,OPEN,,2025-11-14,,First scrape 2017-07-26,False
Bentley's Pet Stuff,"400 WATER ST, 61228",Excelsior,MN,55331,,,OPEN,,2025-11-14,,First scrape 2017-07-26,False
Bentley's Pet Stuff,"1115 VICKSBURG LN, 61234",Plymouth,MN,55447,,,OPEN,,2025-11-14,,First scrape 2017-07-26,False
Bentley's Pet Stuff,"8320B HWY 7, 61227",St. Louis Park,MN,55426,,,OPEN,,2025-11-14,,First scrape 2017-07-26,False
Bentley's Pet Stuff,"14020 SOUTH HWY 13 UNIT 250, 61229",Savage,MN,55372,,,OPEN,,2025-11-14,,First scrape 2017-07-26,False
Bentley's Pet Stuff,"7433 FRANCE AVE S., 61232",Edina,MN,55435,,,OPEN,,2025-11-14,,First scrape 2017-07-26,False
Bentley's Pet Stuff,"1439 WEST LAKE ST, 61231",Minneapolis,MN,55408,,,OPEN,,2025-11-14,,First scrape 2017-07-26,False
Bentley's Pet Stuff,"5315 LYNDALE AVE S, SUITE C2, 91946",Minneapolis,MN,55419,,,OPEN,,2025-11-14,,First scrape 2017-07-26,False
Bentley's Pet Stuff,"1051 PEARSON DR, 61251",Hudson,WI,54016,,,OPEN,,2025-11-14,,First scrape 2017-07-26,False
Bentley's Pet Stuff,"2285 HWY K, 61243",O'Fallon,MO,63368,,,OPEN,,2025-11-14,,First scrape 2017-07-26,False
Bentley's Pet Stuff,"6055 MID RIVERS MALL DR, 61238",Cottleville,MO,63304,,,OPEN,,2025-11-14,,First scrape 2017-07-26,False
Bentley's Pet Stuff,"2414 TAYLOR RD, 112089",Wildwood,MO,63040,,,OPEN,,2025-11-14,,First scrape 2017-07-26,False
Bentley's Pet Stuff,"12772 OLIVE BLVD., 61240",St. Louis,MO,63146,,,OPEN,,2025-11-14,,First scrape 2017-07-26,False
Bentley's Pet Stuff,"1048 S KIRKWOOD RD, 61239",Kirkwood,MO,63122,,,OPEN,,2025-11-14,,First scrape 2017-07-26,False
Bentley's Pet Stuff,"9200 OLIVE BLVD, SUITE 112, 61237",Olivette,MO,63132,,,OPEN,,2025-11-14,,First scrape 2017-07-26,False
Bentley's Pet Stuff,"9594 MANCHESTER RD, 61236",Rock Hill,MO,63119,,,OPEN,,2025-11-14,,First scrape 2017-07-26,False
Bentley's Pet Stuff,"2910 GOLF RD., 61247",Delafield,WI,53018,,,OPEN,,2025-11-14,,First scrape 2017-07-26,False
Bentley's Pet Stuff,"100 MAIN ST, 61207",Oswego,IL,60543,,,OPEN,,2025-11-14,,First scrape 2017-07-26,False
Bentley's Pet Stuff,"1934 WEST FABYAN PARKWAY, 69505",Batavia,IL,60510,,,OPEN,,2025-11-14,,First scrape 2017-07-26,False
Bentley's Pet Stuff,"5300 NW HWY RT. 14, SUITE 102/103, 61211",Crystal Lake,IL,60014,,,OPEN,,2025-11-14,,First scrape 2017-07-26,False
Bentley's Pet Stuff,"2569 W GOLF RD, 61214",Hoffman Estates,IL,60169,,,OPEN,,2025-11-14,,First scrape 2017-07-26,False
Bentley's Pet Stuff,"N95 W18397 COUNTY LINE RD, 61244",Menomonee Falls,WI,53051,,,OPEN,,2025-11-14,,First scrape 2017-07-26,False
Bentley's Pet Stuff,"17260 W BLUEMOUND RD #660, 97613",Brookfield,WI,53045,,,OPEN,,2025-11-14,,First scrape 2017-07-26,False
Bentley's Pet Stuff,"3701 S. MOORLAND RD, 61246",New Berlin,WI,53151,,,OPEN,,2025-11-14,,First scrape 2017-07-26,False
Bentley's Pet Stuff,"4196 IL RT. 83, UNIT D, 61204",Long Grove,IL,60047,,,OPEN,,2025-11-14,,First scrape 2017-07-26,False
Bentley's Pet Stuff,"12 S DUNTON, 61206",Arlington Heights,IL,60005,,,OPEN,,2025-11-14,,First scrape 2017-07-26,False
Bentley's Pet Stuff,"529 N. MILWAUKEE AVE, 61213",Libertyville,IL,60048,,,OPEN,,2025-11-14,,First scrape 2017-07-26,False
Bentley's Pet Stuff,"7189 KINGERY HWY, 61210",Willowbrook,IL,60527,,,OPEN,,2025-11-14,,First scrape 2017-07-26,False
Bentley's Pet Stuff,"624 N YORK ST., UNIT B, 61221",Elmhurst,IL,60126,,,OPEN,,2025-11-14,,First scrape 2017-07-26,False
Bentley's Pet Stuff,"1530 PORT WASHINGTON RD., 100334",Grafton,WI,53024,,,OPEN,,2025-11-14,,First scrape 2017-07-26,False
Bentley's Pet Stuff,"9250 76TH ST, 61248",Ste E.,PLEASANT,53158,,,OPEN,,2025-11-14,,First scrape 2017-07-26,False
Bentley's Pet Stuff,"7940 S 6TH STREET, SUITE 103, 396821",Oak Creek,WI,53154,,,OPEN,,2025-11-14,,First scrape 2017-07-26,False
Bentley's Pet Stuff,"8663 B N. PORT WASHINGTON RD, 61245",Fox Point,WI,53217,,,OPEN,,2025-11-14,,First scrape 2017-07-26,False
Bentley's Pet Stuff,"4165 NORTH OAKLAND AVE, 171106",Shorewood,WI,53211,,,OPEN,,2025-11-14,,First scrape 2017-07-26,False
Bentley's Pet Stuff,"2532 E OKLAHOMA AVE, 61249",Milwaukee,WI,53207,,,OPEN,,2025-11-14,,First scrape 2017-07-26,False
Bentley's Pet Stuff,"1111 HALF DAY RD, UNIT 146, 61208",Bannockburn,IL,60015,,,OPEN,,2025-11-14,,First scrape 2017-07-26,False
Bentley's Pet Stuff,"21 SOUTH ASH ST, 61212",Frankfort,IL,60423,,,OPEN,,2025-11-14,,First scrape 2017-07-26,False
Bentley's Pet Stuff,"5658 WASHINGTON AVE., 61252",Racine,WI,53406,,,OPEN,,2025-11-14,,First scrape 2017-07-26,False
Bentley's Pet Stuff,"69 WAUKEGAN RD, 61217",Glenview,IL,60025,,,OPEN,,2025-11-14,,First scrape 2017-07-26,False
Bentley's Pet Stuff,"5229 TOUHY AVE, 121492",Skokie,IL,60077,,,OPEN,,2025-11-14,,First scrape 2017-07-26,False
Bentley's Pet Stuff,"743 CHICAGO AVE, 61209",Evanston,IL,60202,,,OPEN,,2025-11-14,,First scrape 2017-07-26,False
Bentley's Pet Stuff,"3657 NORTH SOUTHPORT AVE, 61222",Chicago,IL,60613,,,OPEN,,2025-11-14,,First scrape 2017-07-26,False
Bentley's Pet Stuff,"1257 DEVON AVE, 61216",Chicago,IL,60660,,,OPEN,,2025-11-14,,First scrape 2017-07-26,False
Bentley's Pet Stuff,"2210 N. HALSTED CHICAGO, 61226",Il,CHICAGO,60602,,,OPEN,,2025-11-14,,First scrape 2017-07-26,False
Bentley's Pet Stuff,"22 S HALSTED, 61225",Chicago,IL,60607,,,OPEN,,2025-11-14,,First scrape 2017-07-26,False
Bentley's Pet Stuff,"334 N DESPLAINES ST., 61220",Chicago,IL,60610,,,OPEN,,2025-11-14,,First scrape 2017-07-26,False
Bentley's Pet Stuff,"1201 NORTH WELLS ST, 61205",Chicago,IL,60610,,,OPEN,,2025-11-14,,First scrape 2017-07-26,False
Bentley's Pet Stuff,"509 N LASALLE ST, 61219",Chicago,IL,60610,,,OPEN,,2025-11-14,,First scrape 2017-07-26,False
Bentley's Pet Stuff,"173 US 41, 278637",Schererville,IN,46375,,,OPEN,,2025-11-14,,First scrape 2017-07-26,False
Bentley's Pet Stuff,"2902 W. 86TH ST. SUITE 60, 263784",Indiana,UNITED,46268,,,OPEN,,2025-11-14,,First scrape 2017-07-26,False
Bentley's Pet Stuff,"4973 HOUSTON RD, 233423",Florence,KY,41042,,,OPEN,,2025-11-14,,First scrape 2017-07-26,False
Bentley's Pet Stuff,"7244 OUTFITTERS WAY, 125967",West Chester,OH,45069,,,OPEN,,2025-11-14,,First scrape 2017-07-26,False
Bentley's Pet Stuff,"1017 W 5TH AVE. COLUMBUS, 121506",Ohio,UNITED,43212,,,OPEN,,2025-11-14,,First scrape 2017-07-26,False
Bentley's Pet Stuff,"2412 TAYLOR PARK DR, 388749",Reynoldsburg,OH,43068,,,OPEN,,2025-11-14,,First scrape 2017-07-26,False
Bentley's Pet Stuff,"473 POOLER PKWY, 86805",Pooler,GA,31408,,,OPEN,,2025-11-14,,First scrape 2017-07-26,False
Bentley's Pet Stuff,", 86804",Savannah,GA,31405,,,OPEN,,2025-11-14,,First scrape 2017-07-26,False
Bentley's Pet Stuff,"4501 HABERSHAM ST, 86803",Savannah,GA,31405,,,OPEN,,2025-11-14,,First scrape 2017-07-26,False
Bentley's Pet Stuff,"5091 KIPLING, 121497",Suite 300,WHEAT,80002,,,CLOSE,,2025-11-14,2025-11-14,First scrape 2017-07-26,False
Bentley's Pet Stuff,"7705 WADSWORTH BLVD, 61198",Arvada,CO,80005,,,CLOSE,,2025-11-14,2025-11-14,First scrape 2017-07-26,False
Bentley's Pet Stuff,"2721 COUNCIL TREE AVE, #113, 61203",Fort Collins,CO,80525,,,CLOSE,,2025-11-14,2025-11-14,First scrape 2017-07-26,False
Bentley's Pet Stuff,"8501 EAST ARAPAHOE RD, SUITE B, 61195",Greewood Village,CO,80111,,,CLOSE,,2025-11-14,2025-11-14,First scrape 2017-07-26,False
Bentley's Pet Stuff,"1155 S HAVANA ST., 61199",Aurora,CO,80012,,,CLOSE,,2025-11-14,2025-11-14,First scrape 2017-07-26,False
Bentley's Pet Stuff,"14020 SOUTH HWY 13 UNIT 250, 61229",Savage,MN,55372,,,CLOSE,,2025-11-14,2025-11-14,First scrape 2017-07-26,False
Bentley's Pet Stuff,"6055 MID RIVERS MALL DR, 61238",Cottleville,MO,63304,,,CLOSE,,2025-11-14,2025-11-14,First scrape 2017-07-26,False
Bentley's Pet Stuff,"12772 OLIVE BLVD., 61240",St. Louis,MO,63146,,,CLOSE,,2025-11-14,2025-11-14,First scrape 2017-07-26,False
Bentley's Pet Stuff,"9250 76TH ST, 61248",Ste E.,PLEASANT,53158,,,CLOSE,,2025-11-14,2025-11-14,First scrape 2017-07-26,False
Bentley's Pet Stuff,"2210 N. HALSTED CHICAGO, 61226",Il,CHICAGO,60602,,,CLOSE,,2025-11-14,2025-11-14,First scrape 2017-07-26,False
Bentley's Pet Stuff,"334 N DESPLAINES ST., 61220",Chicago,IL,60610,,,CLOSE,,2025-11-14,2025-11-14,First scrape 2017-07-26,False
Bentley's Pet Stuff,"509 N LASALLE ST, 61219",Chicago,IL,60610,,,CLOSE,,2025-11-14,2025-11-14,First scrape 2017-07-26,False
Bentley's Pet Stuff,"2902 W. 86TH ST. SUITE 60, 263784",Indiana,UNITED,46268,,,CLOSE,,2025-11-14,2025-11-14,First scrape 2017-07-26,False
Bentley's Pet Stuff,"1017 W 5TH AVE. COLUMBUS, 121506",Ohio,UNITED,43212,,,CLOSE,,2025-11-14,2025-11-14,First scrape 2017-07-26,False
Bentley's Pet Stuff,"473 POOLER PKWY, 86805",Pooler,GA,31408,,,CLOSE,,2025-11-14,2025-11-14,First scrape 2017-07-26,False
Bentley's Pet Stuff,"5091 KIPLING, SUITE 300, 121497",Wheat Ridge,CO,80033,,,OPEN,,2025-11-14,,First scrape 2018-01-26,False
Bentley's Pet Stuff,"7705 WADSWORTH BLVD, UNIT F, 61198",Arvada,CO,80003,,,OPEN,,2025-11-14,,First scrape 2018-01-26,False
Bentley's Pet Stuff,"8176 S WADSWORTH BLVD #C, 61197",Littleton,CO,80128,,,OPEN,,2025-11-14,,First scrape 2018-01-26,False
Bentley's Pet Stuff,"2721 COUNCIL TREE AVE, #113, 61203",Fort Collins,CO,80528,,,OPEN,,2025-11-14,,First scrape 2018-01-26,False
Bentley's Pet Stuff,"8501 E. ARAPAHOE RD., 61195",Villageg,CO,80112,,,OPEN,,2025-11-14,,First scrape 2018-01-26,False
Bentley's Pet Stuff,"1155 S HAVANA ST., 61199",Aurora,CO,80012,,,OPEN,SHORT,2025-11-14,,Scrape 2017-07-26 -> 2018-01-26,False
Bentley's Pet Stuff,"8752 NE 82ND TER, 396942",Kansas City,MO,64158,,,OPEN,,2025-11-14,,First scrape 2018-01-26,False
Bentley's Pet Stuff,"14020 SOUTH HWY 13, UNIT 250, 61229",Savage,MN,55378,,,OPEN,,2025-11-14,,First scrape 2018-01-26,False
Bentley's Pet Stuff,"6053 MID RIVERS MALL DR, 61238",Cottleville,MO,63304,,,OPEN,,2025-11-14,,First scrape 2018-01-26,False
Bentley's Pet Stuff,"12772 OLIVE BLVD., 61240",St. Louis,MO,63141,,,OPEN,,2025-11-14,,First scrape 2018-01-26,False
Bentley's Pet Stuff,"1249 E. HIGGINS ROAD, UNIT 1, 396973",Schaumburg,IL,60173,,,OPEN,,2025-11-14,,First scrape 2018-01-26,False
Bentley's Pet Stuff,"9250 76TH STREET, SUITE E, 61248",Pleasant Prarie,WI,53158,,,OPEN,,2025-11-14,,First scrape 2018-01-26,False
Bentley's Pet Stuff,"2210 N. HALSTED CHICAGO, 61226",Il,CHICAGO,60602,,,OPEN,,2025-11-14,,Scrape 2017-07-26 -> 2018-01-26,False
Bentley's Pet Stuff,"334 NORTH DESPLAINES STREET, UNIT 1",Chicago,IL,60661,,,OPEN,,2025-11-14,,First scrape 2018-01-26,False
Bentley's Pet Stuff,"509 N LASALLE ST, 61219",Chicago,IL,60610,,,OPEN,,2025-11-14,,Scrape 2017-07-26 -> 2018-01-26,False
Bentley's Pet Stuff,"2902 W. 86TH ST., SUITE 60, 263784",Indiana,IN,46268,,,OPEN,,2025-11-14,,First scrape 2018-01-26,False
Bentley's Pet Stuff,"6173 GLENWAY AVE, 125968",Cincinnati,OH,45211,,,OPEN,,2025-11-14,,First scrape 2018-01-26,False
Bentley's Pet Stuff,"7474 BEECHMONT AVE, UNIT B, 125969",Cincinnati,OH,45255,,,OPEN,,2025-11-14,,First scrape 2018-01-26,False
Bentley's Pet Stuff,"442 OHIO PIKE, SUITE 110B, 125970",Cincinnati,OH,45255,,,OPEN,,2025-11-14,,First scrape 2018-01-26,False
Bentley's Pet Stuff,"4530 EASTGATE BLVD., 462393",Cincinnati,OH,45245,,,OPEN,,2025-11-14,,First scrape 2018-01-26,False
Bentley's Pet Stuff,"317 W. BRIDGE ST., 396971",Dublin,OH,43017,,,OPEN,,2025-11-14,,First scrape 2018-01-26,False
Bentley's Pet Stuff,"1017 W 5TH AVE., 121506",Columbus,OH,43212,,,OPEN,,2025-11-14,,First scrape 2018-01-26,False
Bentley's Pet Stuff,"473 POOLER PKWY, 86805",Pooler,GA,31408,,,OPEN,,2025-11-14,,Scrape 2017-07-26 -> 2018-01-26,False
Bentley's Pet Stuff,"5710 OGEECHEE RD., SUITE 450, 396972",Savannah,GA,31419,,,OPEN,,2025-11-14,,First scrape 2018-01-26,False
Bentley's Pet Stuff,"5627 BARNES RD., Shop This Locatoin!, 396976",Colorado Springs,CO,80917,,,OPEN,,2025-11-14,,First scrape 2019-01-18,False
Bentley's Pet Stuff,"6312 N CHATHAM AVE, 396975",Kansas City,MO,64151,,,OPEN,,2025-11-14,,First scrape 2019-01-18,False
Bentley's Pet Stuff,"720 WAUKEGAN RD, 516710",Deerfield,IL,60015,,,OPEN,,2025-11-14,,First scrape 2019-01-18,False
Bentley's Pet Stuff,"1855 29TH ST, 61196",Boulder,CO,80301,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2017-07-26 -> 2019-04-20,False
Bentley's Pet Stuff,"12393 W. 64TH AVE, 379295",Arvada,CO,80004,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2017-07-26 -> 2019-04-20,False
Bentley's Pet Stuff,"5091 KIPLING, SUITE 300, 121497",Wheat Ridge,CO,80033,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2018-01-26 -> 2019-04-20,False
Bentley's Pet Stuff,"8176 S WADSWORTH BLVD #C, 61197",Littleton,CO,80128,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2018-01-26 -> 2019-04-20,False
Bentley's Pet Stuff,"6688 WEST COAL MINE AVE, 114069",Littleton,CO,80128,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2017-07-26 -> 2019-04-20,False
Bentley's Pet Stuff,"2721 COUNCIL TREE AVE, #113, 61203",Fort Collins,CO,80528,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2018-01-26 -> 2019-04-20,False
Bentley's Pet Stuff,"1155 S HAVANA ST., 61199",Aurora,CO,80012,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2017-07-26 -> 2019-04-20,False
Bentley's Pet Stuff,"4626 CENTERPLACE DRIVE, #142, 61202",Greeley,CO,80634,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2017-07-26 -> 2019-04-20,False
Bentley's Pet Stuff,"14909 W 119TH ST, 233422",Olathe,KS,66062,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2017-07-26 -> 2019-04-20,False
Bentley's Pet Stuff,"6555 W. 119TH ST., 330883",Overland Park,KS,66209,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2017-07-26 -> 2019-04-20,False
Bentley's Pet Stuff,"1115 VICKSBURG LN, 61234",Plymouth,MN,55447,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2017-07-26 -> 2019-04-20,False
Bentley's Pet Stuff,"8320B HWY 7, 61227",St. Louis Park,MN,55426,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2017-07-26 -> 2019-04-20,False
Bentley's Pet Stuff,"14020 SOUTH HWY 13, UNIT 250, 61229",Savage,MN,55378,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2018-01-26 -> 2019-04-20,False
Bentley's Pet Stuff,"1439 WEST LAKE ST, 61231",Minneapolis,MN,55408,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2017-07-26 -> 2019-04-20,False
Bentley's Pet Stuff,"1051 PEARSON DR, 61251",Hudson,WI,54016,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2017-07-26 -> 2019-04-20,False
Bentley's Pet Stuff,"2285 HWY K, 61243",O'Fallon,MO,63368,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2017-07-26 -> 2019-04-20,False
Bentley's Pet Stuff,"12772 OLIVE BLVD., 61240",St. Louis,MO,63141,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2018-01-26 -> 2019-04-20,False
Bentley's Pet Stuff,"9594 MANCHESTER RD, 61236",Rock Hill,MO,63119,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2017-07-26 -> 2019-04-20,False
Bentley's Pet Stuff,"12 S DUNTON, 61206",Arlington Heights,IL,60005,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2017-07-26 -> 2019-04-20,False
Bentley's Pet Stuff,"8663 B N. PORT WASHINGTON RD, 61245",Fox Point,WI,53217,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2017-07-26 -> 2019-04-20,False
Bentley's Pet Stuff,"2210 N. HALSTED CHICAGO, 61226",Il,CHICAGO,60602,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2017-07-26 -> 2019-04-20,False
Bentley's Pet Stuff,"22 S HALSTED, 61225",Chicago,IL,60607,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2017-07-26 -> 2019-04-20,False
Bentley's Pet Stuff,"2902 W. 86TH ST., SUITE 60, 263784",Indiana,IN,46268,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2018-01-26 -> 2019-04-20,False
Bentley's Pet Stuff,"4973 HOUSTON RD, 233423",Florence,KY,41042,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2017-07-26 -> 2019-04-20,False
Bentley's Pet Stuff,"6173 GLENWAY AVE, 125968",Cincinnati,OH,45211,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2018-01-26 -> 2019-04-20,False
Bentley's Pet Stuff,"7244 OUTFITTERS WAY, 125967",West Chester,OH,45069,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2017-07-26 -> 2019-04-20,False
Bentley's Pet Stuff,"7474 BEECHMONT AVE, UNIT B, 125969",Cincinnati,OH,45255,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2018-01-26 -> 2019-04-20,False
Bentley's Pet Stuff,"442 OHIO PIKE, SUITE 110B, 125970",Cincinnati,OH,45255,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2018-01-26 -> 2019-04-20,False
Bentley's Pet Stuff,"4530 EASTGATE BLVD., 462393",Cincinnati,OH,45245,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2018-01-26 -> 2019-04-20,False
Bentley's Pet Stuff,"317 W. BRIDGE ST., 396971",Dublin,OH,43017,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2018-01-26 -> 2019-04-20,False
Bentley's Pet Stuff,"1017 W 5TH AVE., 121506",Columbus,OH,43212,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2018-01-26 -> 2019-04-20,False
Bentley's Pet Stuff,"2412 TAYLOR PARK DR, 388749",Reynoldsburg,OH,43068,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2017-07-26 -> 2019-04-20,False
Bentley's Pet Stuff,"5710 OGEECHEE RD., SUITE 450, 396972",Savannah,GA,31419,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2018-01-26 -> 2019-04-20,False
Bentley's Pet Stuff,"3800 W 144TH AVE, 207",Broomfield,CO,80023,,,OPEN,,2025-11-14,,First scrape 2019-07-16,False
Bentley's Pet Stuff,"11225 DECATUR ST, 208",Westminster,CO,80234,,,OPEN,,2025-11-14,,First scrape 2019-07-16,False
Bentley's Pet Stuff,"1492 S. RANDALL RD, 205",Algonquin,IL,60102,,,OPEN,,2025-11-14,,First scrape 2019-07-16,False
Bentley's Pet Stuff,"263 RICE LAKE SQ, 200",Wheaton,IL,60189,,,OPEN,,2025-11-14,,First scrape 2019-07-16,False
Bentley's Pet Stuff,"1014 OGDEN AVE, 199",Downers Grove,IL,60515,,,OPEN,,2025-11-14,,First scrape 2019-07-16,False
Bentley's Pet Stuff,"7440 W STATE ST, 197",Wauwatosa,WI,53213,,,OPEN,,2025-11-14,,First scrape 2019-07-16,False
Bentley's Pet Stuff,"90 S. EVERGREEN AVE, 101",Arlington Heights,IL,60005,,,OPEN,,2025-11-14,,First scrape 2019-07-16,False
Bentley's Pet Stuff,"6880 DOUGLAS BLVD E, 189",Douglasville,GA,30135,,,OPEN,,2025-11-14,,First scrape 2019-07-16,False
Bentley's Pet Stuff,"5185 PEACHTREE PARKWAY, 214",Peachtree Corners,GA,30092,,,OPEN,,2025-11-14,,First scrape 2019-07-16,False
Bentley's Pet Stuff,"320 TOWN CENTER AVE., 213",Suwanee,GA,30024,,,OPEN,,2025-11-14,,First scrape 2019-07-16,False
Bentley's Pet Stuff,"211 N MAPLE RD, 211",Ann Arbor,MI,48103,,,OPEN,,2025-11-14,,First scrape 2019-07-16,False
Bentley's Pet Stuff,"2000 COUNTY LINE RD, 97612",Littleton,CO,80126,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2017-07-26 -> 2019-07-16,False
Bentley's Pet Stuff,"6312 N CHATHAM AVE, 396975",Kansas City,MO,64151,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2019-01-18 -> 2019-07-16,False
Bentley's Pet Stuff,"8752 NE 82ND TER, 396942",Kansas City,MO,64158,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2018-01-26 -> 2019-07-16,False
Bentley's Pet Stuff,"6053 MID RIVERS MALL DR, 61238",Cottleville,MO,63304,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2018-01-26 -> 2019-07-16,False
Bentley's Pet Stuff,"2414 TAYLOR RD, 112089",Wildwood,MO,63040,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2017-07-26 -> 2019-07-16,False
Bentley's Pet Stuff,"1048 S KIRKWOOD RD, 61239",Kirkwood,MO,63122,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2017-07-26 -> 2019-07-16,False
Bentley's Pet Stuff,"9200 OLIVE BLVD, SUITE 112, 61237",Olivette,MO,63132,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2017-07-26 -> 2019-07-16,False
Bentley's Pet Stuff,"5300 NW HWY RT. 14, SUITE 102/103, 61211",Crystal Lake,IL,60014,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2017-07-26 -> 2019-07-16,False
Bentley's Pet Stuff,"720 WAUKEGAN RD, 516710",Deerfield,IL,60015,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2019-01-18 -> 2019-07-16,False
Bentley's Pet Stuff,"5300 NW HWY RT. 14, SUITE 102/103, 61211",Crystal Lake,IL,60014,,,OPEN,,2025-11-14,,Scrape 2017-07-26 -> 2019-10-08,False
Bentley's Pet Stuff,"1504 ESSINGTON RD, 225",Joliet,IL,60435,,,OPEN,,2025-11-14,,First scrape 2019-12-09,False
Bentley's Pet Stuff,"2201 GARY AVE, 226",Wheaton,IL,60187,,,OPEN,,2025-11-14,,First scrape 2019-12-09,False
Bentley's Pet Stuff,"5315 LYNDALE AVE S, SUITE C2, 91946",Minneapolis,MN,55419,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2017-07-26 -> 2019-12-09,False
Bentley's Pet Stuff,"509 N LASALLE ST, 61219",Chicago,IL,60610,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2017-07-26 -> 2019-12-09,False
Bentley's Pet Stuff,"5722 TELEPHONE RD., 222",Ventura,CA,93003,,,OPEN,,2025-11-14,,First scrape 2020-01-26,False
Bentley's Pet Stuff,"712 NORTH MOORPARK RD, 220",Thousand Oaks,CA,91360,,,OPEN,,2025-11-14,,First scrape 2020-01-26,False
Bentley's Pet Stuff,", 219",Santa Monica,CA,90405,,,OPEN,,2025-11-14,,First scrape 2020-01-26,False
