ChainName,Address,City,State,Zip,UsRegion,UsDivision,Status,RemodelType,OpenAtEstimated,ClosedAtEstimated,ExplainWindow,SuspectedHashChange
Hollywood Feed,2400 PARK RD,Charlotte,NC,28203,,,OPEN,,2025-11-14,,First scrape 2022-08-22,False
Hollywood Feed,15201 JOHN J DELANEY DR A,Charlotte,NC,28277,,,OPEN,,2025-11-14,,Scrape 2019-05-27 -> 2022-08-22,False
Hollywood Feed,10018 BENEFIELD RD,Charlotte,NC,28269,,,OPEN,,2025-11-14,,First scrape 2022-08-22,False
Hollywood Feed,7315 WAVERLY WALK AVE,Charlotte,NC,28277,,,OPEN,,2025-11-14,,First scrape 2022-08-22,False
Hollywood Feed,1948 GREENTREE RD,Pittsburgh,PA,15220,,,OPEN,,2025-11-14,,Scrape 2017-07-27 -> 2022-08-22,False
Hollywood Feed,9190 COVENANT AVE,Pittsburgh,PA,15237,,,OPEN,,2025-11-14,,First scrape 2022-08-22,False
Hollywood Feed,2738 SIDNEY ST,Pittsburgh,PA,15203,,,OPEN,,2025-11-14,,First scrape 2022-08-22,False
Hollywood Feed,5042 ARCO ST,Cary,NC,27519,,,OPEN,,2025-11-14,,First scrape 2022-08-22,False
Hollywood Feed,13220 STRICKLAND RD,Raleigh,NC,27613,,,OPEN,,2025-11-14,,First scrape 2022-08-22,False
Hollywood Feed,2920 SHERMAN OAK PL,Raleigh,NC,27609,,,OPEN,,2025-11-14,,First scrape 2022-08-22,False
Hollywood Feed,9660 FALLS OF NEUSE RD,Raleigh,NC,27615,,,OPEN,,2025-11-14,,First scrape 2022-08-22,False
Hollywood Feed,3804 OLEANDER DR,Wilmington,NC,28403,,,OPEN,,2025-11-14,,Scrape 2020-01-11 -> 2022-08-22,False
Hollywood Feed,"14598 CLAY TER BLVD, Suite 160",Carmel,IN,46032,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2018-08-13 -> 2022-08-22,False
Hollywood Feed,9840 E 116TH ST,Fishers,IN,46037,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2020-07-30 -> 2022-08-22,False
Hollywood Feed,6327 SAWMILL RD,Dublin,OH,43017,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2019-05-08 -> 2022-08-22,False
Hollywood Feed,"9129 SAM FURR RD, 5B",Huntersville,NC,28078,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2019-02-08 -> 2022-08-22,False
Hollywood Feed,"1125 HATCHES POND LN, Suite 116",Morrisville,NC,27560,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2020-07-30 -> 2022-08-22,False
Hollywood Feed,15201 JOHN J DELANEY DR A,Charlotte,NC,28277,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2019-05-27 -> 2022-09-15,False
Hollywood Feed,1317 CAMERON AVE,Lewis Center,OH,43035,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2022-08-22 -> 2022-11-29,False
Hollywood Feed,2930 S RIDGE RD,Rockwall,TX,75032,,,OPEN,,2025-11-14,,First scrape 2022-12-24,False
Hollywood Feed,"2345 PEACHTREE ST NE, Ste 9",Atlanta,GA,30305,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2020-11-25 -> 2022-12-24,False
Hollywood Feed,"2170 FM 423, Suite 200",Little Elm,TX,75068,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2017-09-07 -> 2023-02-18,False
Hollywood Feed,"1205 JOHNSON FERRY RD, Suite 119",Marietta,GA,30068,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2018-05-18 -> 2023-02-18,False
Hollywood Feed,1618 FM 423,Frisco,TX,75034,,,OPEN,,2025-11-14,,First scrape 2023-03-13,False
Hollywood Feed,"4280 LAVON DR, Suite 242",Garland,TX,75040,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2017-09-07 -> 2023-03-13,False
Hollywood Feed,"21 WHITE BRIDGE RD, Suite 110",Nashville,TN,37205,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2022-08-22 -> 2023-03-13,False
Hollywood Feed,"2480 MT VERNON RD, Suite A",Dunwoody,GA,30338,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2017-09-07 -> 2023-03-13,False
Hollywood Feed,9845 LAKE DISTRICT DR N,Lakeland,TN,38002,,,OPEN,,2025-11-14,,First scrape 2023-05-04,False
Hollywood Feed,8738-8948 E US HWY 36,Avon,IN,46123,,,OPEN,,2025-11-14,,First scrape 2023-05-04,False
Hollywood Feed,"1205 JOHNSON FERRY RD, Suite 119",Marietta,GA,30068,,,OPEN,,2025-11-14,,Scrape 2018-05-18 -> 2023-05-04,False
Hollywood Feed,1341 WARFORD ST,Memphis,TN,38108,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2018-05-18 -> 2023-06-08,False
Hollywood Feed,8738-8948 E US HWY 36,Avon,IN,46123,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2023-05-04 -> 2023-06-08,False
Hollywood Feed,"1205 JOHNSON FERRY RD, Suite 119",Marietta,GA,30068,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2018-05-18 -> 2023-06-08,False
Hollywood Feed,4920 ROSWELL RD,Atlanta,GA,30342,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2022-08-22 -> 2023-06-08,False
Hollywood Feed,8792 E US HWY 36,Avon,IN,46123,,,OPEN,,2025-11-14,,First scrape 2023-08-14,False
Hollywood Feed,4 S TUNNEL RD,Asheville,NC,28805,,,OPEN,,2025-11-14,,First scrape 2023-08-14,False
Hollywood Feed,5502 POPLAR AVE,Memphis,TN,38119,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2017-09-07 -> 2023-08-14,False
Hollywood Feed,6520 TELEGRAPH RD,Bloomfield Hills,MI,48301,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2022-08-22 -> 2023-10-25,False
Hollywood Feed,33108 MAGNOLIA CIR,Magnolia,TX,77354,,,OPEN,,2025-11-14,,First scrape 2023-12-15,False
Hollywood Feed,"24320 HWY 290, STE 200",Cypress,TX,77429,,,OPEN,,2025-11-14,,First scrape 2024-02-13,False
Hollywood Feed,7401 O'CONNOR DR,Round Rock,TX,78681,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2019-05-08 -> 2024-02-13,False
Hollywood Feed,5000 WHITESBURG DR,Huntsville,AL,35802,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2017-09-07 -> 2024-02-13,False
Hollywood Feed,3330 WASHTENAW AVE,Ann Arbor,MI,48104,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2022-08-22 -> 2024-02-13,False
Hollywood Feed,1129 SAVANNAH HWY,Charleston,SC,29407,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2018-08-13 -> 2024-05-13,False
Hollywood Feed,7401 O'CONNOR DR,Round Rock,TX,78681,,,OPEN,,2025-11-14,,Scrape 2019-05-08 -> 2024-10-16,False
Hollywood Feed,195 S FM 548,Forney,TX,75126,,,OPEN,,2025-11-14,,First scrape 2024-10-16,False
Hollywood Feed,1341 WARFORD ST,Memphis,TN,38108,,,OPEN,,2025-11-14,,Scrape 2018-05-18 -> 2024-10-16,False
Hollywood Feed,5502 POPLAR AVE,Memphis,TN,38119,,,OPEN,,2025-11-14,,Scrape 2017-09-07 -> 2024-10-16,False
Hollywood Feed,5000 WHITESBURG DR,Huntsville,AL,35802,,,OPEN,,2025-11-14,,Scrape 2017-09-07 -> 2024-10-16,False
Hollywood Feed,"1205 JOHNSON FERRY RD, Suite 119",Marietta,GA,30068,,,OPEN,,2025-11-14,,Scrape 2018-05-18 -> 2024-10-16,False
Hollywood Feed,4920 ROSWELL RD,Atlanta,GA,30342,,,OPEN,,2025-11-14,,Scrape 2022-08-22 -> 2024-10-16,False
Hollywood Feed,3330 WASHTENAW AVE,Ann Arbor,MI,48104,,,OPEN,,2025-11-14,,Scrape 2022-08-22 -> 2024-10-16,False
Hollywood Feed,6520 TELEGRAPH RD,Bloomfield Hills,MI,48301,,,OPEN,,2025-11-14,,Scrape 2022-08-22 -> 2024-10-16,False
Hollywood Feed,1133 SAVANNAH HWY,Charleston,SC,29407,,,OPEN,,2025-11-14,,First scrape 2024-10-16,False
Hollywood Feed,7401 O'CONNOR DR,Round Rock,TX,78681,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2019-05-08 -> 2024-10-16,False
Hollywood Feed,10035 S MEMORIAL DR,Tulsa,OK,74133,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2020-08-29 -> 2024-10-16,False
Hollywood Feed,1341 WARFORD ST,Memphis,TN,38108,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2018-05-18 -> 2024-10-16,False
Hollywood Feed,5502 POPLAR AVE,Memphis,TN,38119,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2017-09-07 -> 2024-10-16,False
Hollywood Feed,5000 WHITESBURG DR,Huntsville,AL,35802,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2017-09-07 -> 2024-10-16,False
Hollywood Feed,"1205 JOHNSON FERRY RD, Suite 119",Marietta,GA,30068,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2018-05-18 -> 2024-10-16,False
Hollywood Feed,4920 ROSWELL RD,Atlanta,GA,30342,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2022-08-22 -> 2024-10-16,False
Hollywood Feed,7474 BEECHMONT AVE,Cincinnati,OH,45255,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2020-11-25 -> 2024-10-16,False
Hollywood Feed,3330 WASHTENAW AVE,Ann Arbor,MI,48104,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2022-08-22 -> 2024-10-16,False
Hollywood Feed,6520 TELEGRAPH RD,Bloomfield Hills,MI,48301,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2022-08-22 -> 2024-10-16,False
Hollywood Feed,3391 N COLLEGE AVE,Fayetteville,AR,72703,,,OPEN,,2025-11-14,,First scrape 2025-03-05,False
Kahoots Pet Products,"360 E HIGH ST, 616",Moorpark,CA,93021,,,OPEN,,2025-11-14,,First scrape 2017-06-06,False
Kahoots Pet Products,"10360 MASON AVE, 615",Chatsworth,CA,91311,,,OPEN,,2025-11-14,,First scrape 2017-06-06,False
Kahoots Pet Products,"18681 MAIN ST, 565",Huntington Beach,CA,92648,,,OPEN,,2025-11-14,,First scrape 2017-06-06,False
Kahoots Pet Products,"4200 CHINO HILLS PKWY, 611",Chino Hills,CA,91709,,,OPEN,,2025-11-14,,First scrape 2017-06-06,False
Kahoots Pet Products,"1004 SIXTH ST, 1241",Norco,CA,92860,,,OPEN,,2025-11-14,,First scrape 2017-06-06,False
Kahoots Pet Products,"16851 VAN BUREN BLVD, 612",Riverside,CA,92504,,,OPEN,,2025-11-14,,First scrape 2017-06-06,False
Kahoots Pet Products,"2616 EL CAMINO REAL, 563",Carlsbad,CA,92008,,,OPEN,,2025-11-14,,First scrape 2017-06-06,False
Kahoots Pet Products,"677 SAN RODOLFO DR, 610",Solana Beach,CA,92075,,,OPEN,,2025-11-14,,First scrape 2017-06-06,False
Kahoots Pet Products,"1101 S MAIN AVE. SUITE B, 602",Fallbrook,CA,92028,,,OPEN,,2025-11-14,,First scrape 2017-06-06,False
Kahoots Pet Products,"41711 IVY ST, 564",Murrieta,CA,92562,,,OPEN,,2025-11-14,,First scrape 2017-06-06,False
Kahoots Pet Products,"13179 BLACK MOUNTAIN RD, 608",San Diego,CA,92129,,,OPEN,,2025-11-14,,First scrape 2017-06-06,False
Kahoots Pet Products,"10537 4S COMMONS DR STE 171, 562",San Diego,CA,92127,,,OPEN,,2025-11-14,,First scrape 2017-06-06,False
Kahoots Pet Products,"31789 TEMECULA PARKWAY #3, 613",Temecula,CA,92592,,,OPEN,,2025-11-14,,First scrape 2017-06-06,False
Kahoots Pet Products,"322 W EL NORTE PKWY SUITE A, 561",Escondido,CA,92026,,,OPEN,,2025-11-14,,First scrape 2017-06-06,False
Kahoots Pet Products,"1535 E. VALLEY PKWY, 600",Escondido,CA,92027,,,OPEN,,2025-11-14,,First scrape 2017-06-06,False
Kahoots Pet Products,"13414 POWAY RD, 607",Poway,CA,92064,,,OPEN,,2025-11-14,,First scrape 2017-06-06,False
Kahoots Pet Products,"6525 BISBY LAKE AVE, 605",San Diego,CA,92119,,,OPEN,,2025-11-14,,First scrape 2017-06-06,False
Kahoots Pet Products,"5485 GROSSMONT CENTER DR, 604",La Mesa,CA,91942,,,OPEN,,2025-11-14,,First scrape 2017-06-06,False
Kahoots Pet Products,"2895 JAMACHA RD, 609",El Cajon,CA,92019,,,OPEN,,2025-11-14,,First scrape 2017-06-06,False
Kahoots Pet Products,"947 MAIN ST, 560",Ramona,CA,92065,,,OPEN,,2025-11-14,,First scrape 2017-06-06,False
Kahoots Pet Products,"1347 TAVERN RD SUITE 27B, 1751",Alpine,CA,91901,,,OPEN,,2025-11-14,,First scrape 2017-12-01,False
Kahoots Pet Products,"1535 E. VALLEY PKWY, 600",Escondido,CA,92027,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2017-06-06 -> 2018-05-02,False
Kahoots Pet Products,"947 MAIN ST, 560",Ramona,CA,92065,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2017-06-06 -> 2018-05-02,False
Kahoots Pet Products,"2020 MAIN ST, 560",Ramona,CA,92065,,,OPEN,,2025-11-14,,First scrape 2018-07-30,False
Kahoots Pet Products,"29787 ANTELOPE RD, STE 103, 2164",Menifee,CA,92584,,,OPEN,,2025-11-14,,First scrape 2019-04-25,False
Kahoots Pet Products,"14466 MAIN ST, BLDG F",Hesperia,CA,92345,,,OPEN,,2025-11-14,,First scrape 2019-07-22,False
Kahoots Pet Products,"6525 BISBY LAKE AVE, 605",San Diego,CA,92119,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2017-06-06 -> 2020-08-18,False
Kahoots Pet Products,40509 N GANTZEL RD,San Tan Valley,AZ,85140,,,OPEN,,2025-11-14,,First scrape 2023-03-29,False
Kahoots Pet Products,19555 W INDIAN SCHOOL RD,Buckeye,AZ,85396,,,OPEN,,2025-11-14,,First scrape 2023-11-13,False
Kahoots Pet Products,19555 W INDIAN SCHOOL RD,Buckeye,AZ,85396,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2023-11-13 -> 2024-03-05,False
Kahoots Pet Products,19555 W INDIAN SCHOOL RD,Buckeye,AZ,85396,,,OPEN,,2025-11-14,,Scrape 2023-11-13 -> 2024-09-18,False
Kriser's,966 SOUTH WESTLAKE BLVD.,Westlake Village,CA,91361,,,OPEN,,2025-11-14,,First scrape 2017-06-06,False
Kriser's,24272 VALENCIA BLVD.,Valencia,CA,91355,,,OPEN,,2025-11-14,,First scrape 2017-06-06,False
Kriser's,303 LINCOLN BLVD.,Venice,CA,90291,,,OPEN,,2025-11-14,,First scrape 2017-06-06,False
Kriser's,12507 VENTURA BLVD.,Studio City,CA,91604,,,OPEN,,2025-11-14,,First scrape 2017-06-06,False
Kriser's,1559 PACIFIC COAST HWY,Hermosa Beach,CA,90254,,,OPEN,,2025-11-14,,First scrape 2017-06-06,False
Kriser's,1044 IRVINE AVE.,Newport Beach,CA,92660,,,OPEN,,2025-11-14,,First scrape 2017-06-06,False
Kriser's,3341 E. IMPERIAL HWY,Brea,CA,92823,,,OPEN,,2025-11-14,,First scrape 2017-06-06,False
Kriser's,5365 ALTON PARKWAY,Irvine,CA,92604,,,OPEN,,2025-11-14,,First scrape 2017-06-06,False
Kriser's,23894 ALISO CREEK RD.,Laguna Niguel,CA,92677,,,OPEN,,2025-11-14,,First scrape 2017-06-06,False
Kriser's,14710 W. COLFAX AVE.,Lakewood,CO,80401,,,OPEN,,2025-11-14,,First scrape 2017-06-06,False
Kriser's,3531 S. COLLEGE AVE.,Fort Collins,CO,80525,,,OPEN,,2025-11-14,,First scrape 2017-06-06,False
Kriser's,5160 W. 120TH AVE.,Westminster,CO,80020,,,OPEN,,2025-11-14,,First scrape 2017-06-06,False
Kriser's,1910 CHESTNUT PL,Denver,CO,80202,,,OPEN,,2025-11-14,,First scrape 2017-06-06,False
Kriser's,3475 S UNIVERSITY BLVD,Englewood,CO,80113,,,OPEN,,2025-11-14,,First scrape 2017-06-06,False
Kriser's,9362 S. COLORADO BLVD.,Highlands Ranch,CO,80126,,,OPEN,,2025-11-14,,First scrape 2017-06-06,False
Kriser's,4930 S YOSEMITE ST,Greenwood Village,CO,80111,,,OPEN,,2025-11-14,,First scrape 2017-06-06,False
Kriser's,427 N. LOOP 1604 W,San Antonio,TX,78232,,,OPEN,,2025-11-14,,First scrape 2017-06-06,False
Kriser's,"10225 RESEARCH BLVD., (at Great Hills Trail, adjacent to Sprouts)",Austin,TX,78759,,,OPEN,,2025-11-14,,First scrape 2017-06-06,False
Kriser's,4400 N. LAMAR BLVD.,Austin,TX,78756,,,OPEN,,2025-11-14,,First scrape 2017-06-06,False
Kriser's,15556 CUTTEN RD.,Houston,TX,77070,,,OPEN,,2025-11-14,,First scrape 2017-06-06,False
Kriser's,1925 HUGHES LANDING BLVD.,The Woodlands,TX,77380,,,OPEN,,2025-11-14,,First scrape 2017-06-06,False
Kriser's,5160 BUFFALO SPEEDWAY,Houston,TX,77005,,,OPEN,,2025-11-14,,First scrape 2017-06-06,False
Kriser's,250 W. 20TH ST.,Houston,TX,77008,,,OPEN,,2025-11-14,,First scrape 2017-06-06,False
Kriser's,1515 WEST GRAY ST,Houston,TX,77019,,,OPEN,,2025-11-14,,First scrape 2017-06-06,False
Kriser's,100 W HIGGINS RD,S. Barrington,IL,60010,,,OPEN,,2025-11-14,,First scrape 2017-06-06,False
Kriser's,8 W GARTNER RD,Naperville,IL,60540,,,OPEN,,2025-11-14,,First scrape 2017-06-06,False
Kriser's,674 ROOSEVELT RD,Glen Ellyn,IL,60137,,,OPEN,,2025-11-14,,First scrape 2017-06-06,False
Kriser's,20291 N RAND RD,Kildeer,IL,60074,,,OPEN,,2025-11-14,,First scrape 2017-06-06,False
Kriser's,1640 N MILWAUKEE AVE,Vernon Hills,IL,60061,,,OPEN,,2025-11-14,,First scrape 2017-06-06,False
Kriser's,15160 S. LAGRANGE RD.,Orland Park,IL,60462,,,OPEN,,2025-11-14,,First scrape 2017-06-06,False
Kriser's,164 N NORTHWEST HWY,Park Ridge,IL,60068,,,OPEN,,2025-11-14,,First scrape 2017-06-06,False
Kriser's,780 SKOKIE BLVD,Northbrook,IL,60062,,,OPEN,,2025-11-14,,First scrape 2017-06-06,False
Kriser's,3232 LAKE AVE,Wilmette,IL,60091,,,OPEN,,2025-11-14,,First scrape 2017-06-06,False
Kriser's,1658 N MILWAUKEE AVE,Chicago,IL,60647,,,OPEN,,2025-11-14,,First scrape 2017-06-06,False
Kriser's,2055 N CLYBOURN AVE,Chicago,IL,60614,,,OPEN,,2025-11-14,,First scrape 2017-06-06,False
Kriser's,1033 W. BELMONT AVE.,Chicago,IL,60657,,,OPEN,,2025-11-14,,First scrape 2017-06-06,False
Kriser's,1103 S STATE ST,Chicago,IL,60605,,,OPEN,,2025-11-14,,First scrape 2017-06-06,False
Kriser's,356 E OHIO ST,Chicago,IL,60611,,,OPEN,,2025-11-14,,First scrape 2017-06-06,False
Kriser's,"5B EAST WASHINGTON ST., (between Madison  Liberty)",Middleburg,VA,20117,,,OPEN,,2025-11-14,,First scrape 2017-06-06,False
Kriser's,3903-F FAIR RIDGE DR.,Fairfax,VA,22033,,,OPEN,,2025-11-14,,First scrape 2017-06-06,False
Kriser's,"7505 LEESBURG PIKE, SUITE 120A",Falls Church,VA,22043,,,OPEN,,2025-11-14,,First scrape 2017-06-06,False
Kriser's,2509 FRANKLIN RD.,Arlington,VA,22201,,,OPEN,,2025-11-14,,First scrape 2017-06-06,False
Kriser's,3707 NEWARK ST. NW,Washington,DC,20016,,,OPEN,,2025-11-14,,First scrape 2017-06-06,False
Kriser's,"10225 RESEARCH BLVD., (at Great Hills Trail, adjacent to Sprouts)",Austin,TX,78759,,,CLOSE,,2025-11-14,2025-11-14,First scrape 2017-06-06,False
Kriser's,4400 N. LAMAR BLVD.,Austin,TX,78756,,,CLOSE,,2025-11-14,2025-11-14,First scrape 2017-06-06,False
Kriser's,"5B EAST WASHINGTON ST., (between Madison  Liberty)",Middleburg,VA,20117,,,CLOSE,,2025-11-14,2025-11-14,First scrape 2017-06-06,False
Kriser's,10225 RESEARCH BLVD.,Austin,TX,78759,,,OPEN,,2025-11-14,,First scrape 2017-12-01,False
Kriser's,4400 N. LAMAR BLVD.,Austin,TX,78756,,,OPEN,,2025-11-14,,First scrape 2017-12-01,False
Kriser's,"5B EAST WASHINGTON ST., 7314895",Middleburg,VA,20117,,,OPEN,,2025-11-14,,First scrape 2017-12-01,False
Kriser's,144 MAPLE AVE W,Vienna,VA,22180,,,OPEN,,2025-11-14,,First scrape 2017-12-01,False
Kriser's,2501 NORTH HARRISON ST,Arlington,VA,22207,,,OPEN,,2025-11-14,,First scrape 2017-12-01,False
Kriser's,"5353 N CLARK ST, 3705",Chicago,IL,60640,,,OPEN,,2025-11-14,,First scrape 2018-05-02,False
Kriser's,"2330 SOUTH LAMAR BLVD, SUITE 200, 4334",Austin,TX,78704,,,OPEN,,2025-11-14,,First scrape 2018-07-30,False
Kriser's,"3649 NORTH WESTERN AVE., 5556",Chicago,IL,60618,,,OPEN,,2025-11-14,,First scrape 2019-01-25,False
Kriser's,"2717 COMMERCIAL CENTER BLVD., 7770685",Katy,TX,77494,,,OPEN,,2025-11-14,,First scrape 2019-04-25,False
Kriser's,"2717 COMMERCIAL CENTER BLVD., 7770685",Katy,TX,77494,,,CLOSE,,2025-11-14,2025-11-14,First scrape 2019-04-25,False
Kriser's,"453 W CHICAGO AVE, 8391011",Chicago,IL,60654,,,OPEN,,2025-11-14,,First scrape 2019-07-22,False
Kriser's,"5B EAST WASHINGTON ST., 7314895",Middleburg,VA,20117,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2017-12-01 -> 2019-07-22,False
Kriser's,3903-F FAIR RIDGE DR.,Fairfax,VA,22033,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2017-06-06 -> 2019-07-22,False
Kriser's,144 MAPLE AVE W,Vienna,VA,22180,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2017-12-01 -> 2019-07-22,False
Kriser's,"7505 LEESBURG PIKE, SUITE 120A",Falls Church,VA,22043,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2017-06-06 -> 2019-07-22,False
Kriser's,2501 NORTH HARRISON ST,Arlington,VA,22207,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2017-12-01 -> 2019-07-22,False
Kriser's,2509 FRANKLIN RD.,Arlington,VA,22201,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2017-06-06 -> 2019-07-22,False
Kriser's,3707 NEWARK ST. NW,Washington,DC,20016,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2017-06-06 -> 2019-07-22,False
Kriser's,1559 PACIFIC COAST HWY,Hermosa Beach,CA,90254,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2017-06-06 -> 2020-03-03,False
Kriser's,4400 N. LAMAR BLVD.,Austin,TX,78756,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2017-12-01 -> 2021-09-22,False
Kriser's,1033 W. BELMONT AVE.,Chicago,IL,60657,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2017-06-06 -> 2023-01-21,False
Kriser's,966 SOUTH WESTLAKE BLVD.,Westlake Village,CA,91361,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2017-06-06 -> 2023-02-17,False
Kriser's,24272 VALENCIA BLVD.,Valencia,CA,91355,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2017-06-06 -> 2023-02-17,False
Kriser's,303 LINCOLN BLVD.,Venice,CA,90291,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2017-06-06 -> 2023-02-17,False
Kriser's,12507 VENTURA BLVD.,Studio City,CA,91604,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2017-06-06 -> 2023-02-17,False
Kriser's,1044 IRVINE AVE.,Newport Beach,CA,92660,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2017-06-06 -> 2023-02-17,False
Kriser's,3341 E. IMPERIAL HWY,Brea,CA,92823,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2017-06-06 -> 2023-02-17,False
Kriser's,5365 ALTON PARKWAY,Irvine,CA,92604,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2017-06-06 -> 2023-02-17,False
Kriser's,23894 ALISO CREEK RD.,Laguna Niguel,CA,92677,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2017-06-06 -> 2023-02-17,False
Kriser's,427 N. LOOP 1604 W,San Antonio,TX,78232,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2017-06-06 -> 2023-02-17,False
Kriser's,"2330 SOUTH LAMAR BLVD, SUITE 200, 4334",Austin,TX,78704,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2018-07-30 -> 2023-02-17,False
Kriser's,10225 RESEARCH BLVD.,Austin,TX,78759,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2017-12-01 -> 2023-02-17,False
Kriser's,15556 CUTTEN RD.,Houston,TX,77070,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2017-06-06 -> 2023-02-17,False
Kriser's,1925 HUGHES LANDING BLVD.,The Woodlands,TX,77380,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2017-06-06 -> 2023-02-17,False
Kriser's,5160 BUFFALO SPEEDWAY,Houston,TX,77005,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2017-06-06 -> 2023-02-17,False
Kriser's,250 W. 20TH ST.,Houston,TX,77008,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2017-06-06 -> 2023-02-17,False
Kriser's,1515 WEST GRAY ST,Houston,TX,77019,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2017-06-06 -> 2023-02-17,False
Kriser's,14710 W. COLFAX AVE.,Lakewood,CO,80401,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2017-06-06 -> 2023-03-22,False
Kriser's,3531 S. COLLEGE AVE.,Fort Collins,CO,80525,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2017-06-06 -> 2023-03-22,False
Kriser's,5160 W. 120TH AVE.,Westminster,CO,80020,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2017-06-06 -> 2023-03-22,False
Kriser's,9362 S. COLORADO BLVD.,Highlands Ranch,CO,80126,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2017-06-06 -> 2023-03-22,False
Kriser's,15160 S. LAGRANGE RD.,Orland Park,IL,60462,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2017-06-06 -> 2023-03-22,False
Kriser's,"3649 NORTH WESTERN AVE., 5556",Chicago,IL,60618,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2019-01-25 -> 2023-03-22,False
Moochie & Co,7131 FOUNDRY ROW,Liberty Township,OH,,,,OPEN,,2025-11-14,,First scrape 2017-07-19,False
Moochie & Co,1500 POLARIS PKWY SUITE 1016,Columbus,OH,43240,,,OPEN,,2025-11-14,,First scrape 2017-07-19,False
Moochie & Co,4042 FENLON ST. #808,Columbus,OH,43219,,,OPEN,,2025-11-14,,First scrape 2017-07-19,False
Moochie & Co,1500 POLARIS PKWY SUITE 1016,Columbus,OH,43240,,,CLOSE,,2025-11-14,2025-11-14,First scrape 2017-07-19,False
Moochie & Co,7131 FOUNDRY ROW,Liberty Township,OH,,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2017-07-19 -> 2018-01-02,False
Moochie & Co,4042 FENLON ST. #808,Columbus,OH,43219,,,CLOSE,,2025-11-14,2025-11-14,Scrape 2017-07-19 -> 2018-01-02,False
